client_name,post_url,source,post_date,author,raw_text,language,rating,sentiment,feedback_type,product_area,severity,engagement,agreement_signal,claude_summary,scraped_at,valify_scope
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=a17bb241-355c-4c46-91d8-2c420fca4e07,play_store,2026-05-22T23:16:32+00:00,Ahmed Abo Abdullah,شكرا ❤️,ar,5,positive,off_topic,other,none,"likes:0, comments:0",false,User gives a positive general rating with no KYC-related content.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=d244dd0f-35ba-48a5-b70e-fe7e39813c17,play_store,2026-05-22T22:53:26+00:00,Ramzy Aziz,ممت٦,ar,5,positive,off_topic,other,none,"likes:0, comments:0",false,User gives a positive general rating with no KYC-related content.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=8c6c8db6-e4d3-4323-8d5a-9682f959bc12,play_store,2026-05-22T22:41:19+00:00,salwa khider,تجربه فاشلة وسيئه جدا,ar,1,negative,off_topic,other,none,"likes:0, comments:0",false,User leaves a negative review unrelated to identity verification.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=ae510567-e59e-4ddc-999a-33a65d9b5457,play_store,2026-05-22T22:35:56+00:00,M0ustafa Bahaa سعد,ممتازه,ar,5,positive,off_topic,other,none,"likes:0, comments:0",false,User gives a positive general rating with no KYC-related content.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=f9e25d3b-fab8-4de4-86ad-88ebffb7d601,play_store,2026-05-22T22:20:24+00:00,منصور,ممتهاز,ar,5,positive,off_topic,other,none,"likes:0, comments:0",false,User gives a positive general rating with no KYC-related content.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=461372c6-89c9-491b-81a4-cd331fcc5dd4,play_store,2026-05-22T22:07:36+00:00,مـحمد عامر,سيئ جدا,ar,1,negative,off_topic,other,none,"likes:0, comments:0",false,User leaves a negative review unrelated to identity verification.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=d19a0e77-e67f-4532-803b-2ebe6c8b026c,play_store,2026-05-22T22:02:19+00:00,Saja,قد طلبنا منه بس ابي شي هل الموقع كامل المنتجات اصلي والي يقول اي اتمنى متأكذ,ar,3,neutral,off_topic,other,none,"likes:0, comments:0",false,"Feedback about product quality or order issues, unrelated to verification.",2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=2db8a47d-2616-4274-80b2-f5b369dd909f,play_store,2026-05-22T21:59:27+00:00,rokea hasan,جيد,ar,5,positive,off_topic,other,none,"likes:0, comments:0",false,User gives a positive general rating with no KYC-related content.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=d1ddee22-9120-46ba-a569-92f4d09318e4,play_store,2026-05-22T19:07:03+00:00,Basmala Mohamed,تحفه يا جماعه بجد التوصيل في الميعاد الحاجه بتكون هي هي ومتغلفه يعني كمان تنسو انو متلاقوش الحاجات اللي عيزنها وكمان في عروض كل فتره ❤️❤️,ar,5,positive,off_topic,other,none,"likes:0, comments:0",false,"User complains about delivery or courier service, unrelated to ID verification.",2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=b1a12a46-4abe-441b-a68e-4c4ad638a095,play_store,2026-05-22T16:41:04+00:00,ناجح محمود (الحويطي),بقالي ٦ ايام طالب حاجات بسيطة جدا ولم تصلني حتى الآن وكل اللي عملوه موظفين خدمة العملاء أنهم بيصبروني بكلمتين اعتذار,ar,1,negative,off_topic,other,none,"likes:0, comments:0",false,"User complains about customer service, unrelated to ID verification.",2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=171b8fcf-c396-4104-88e8-a2dc3f5722ae,play_store,2026-05-22T16:39:26+00:00,SAMER HARBY,بقت اسواء شركة في مصر للاسف مندوب التوصيل بقى هو المتحكم في العميل والشركة بيوصل مزاجه ولو معجبوش المعاد بتاع التوصيل بيلغ الاوردر غصب عن العميل وكلامه هو اللي بيمشي على الشركة تخيلوا مندوب توصيل كده امازون بتوقع في السوق المصري,ar,1,negative,off_topic,other,none,"likes:0, comments:0",false,"User complains about delivery or courier service, unrelated to ID verification.",2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=00f52431-d570-4d1b-9c50-dfd1054e923a,play_store,2026-05-22T14:38:35+00:00,يوسف محمد,لان لا يوجد توصيل منزلي,ar,1,negative,off_topic,other,none,"likes:0, comments:0",false,"User complains about delivery or courier service, unrelated to ID verification.",2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=b56e2114-e1b4-4c9d-908c-14b27c304d88,play_store,2026-05-22T14:03:20+00:00,Aly Fouad,خدمة التوصيل سيئة للغاية حيث ان ا مندوب توصيل طلب الشراء يتصل بك فجاةويطلب منك ان تكون امامه فورا خلال 10دقائق وهذا مستحيل فمن الممكن أن تكون في مشوار خاص ولاتسطيع مقابلته الا بعد ساعة علي الاقل ولاتوجد خدمة الدفع بالفيزا مع مندوب التوصيل علي جهاز فوري وغيرها,ar,1,negative,off_topic,other,none,"likes:0, comments:0",false,"User complains about delivery or courier service, unrelated to ID verification.",2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=b92d9533-0a30-4df9-a4dc-c8d09c294659,play_store,2026-05-22T13:08:51+00:00,محمد ا,تاخر الاا رادر,ar,2,negative,off_topic,other,none,"likes:0, comments:0",false,User leaves a negative review unrelated to identity verification.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=ac4a20ab-7b16-43b3-ab2a-81093e73ad84,play_store,2026-05-22T12:19:13+00:00,على الجدى,خدمه عملاء بدون فهم ولا اي احترام وشركة الشحن اللي بتتعاملوا معاها شركه فاشله,ar,1,negative,off_topic,other,none,"likes:0, comments:0",false,"User complains about delivery or courier service, unrelated to ID verification.",2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=04122b8d-2ded-4837-864f-b6a771aa72d0,play_store,2026-05-22T11:15:55+00:00,المهندس راضى تقاوى السوهاجى,ممتاز ورائع,ar,5,positive,off_topic,other,none,"likes:0, comments:0",false,User gives a positive general rating with no KYC-related content.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=ee6b3867-8c60-47ea-8c2c-c2dd7b9be2f0,play_store,2026-05-22T04:27:22+00:00,H,❤️,en,5,positive,off_topic,other,none,"likes:0, comments:0",false,User gives a positive general rating with no KYC-related content.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=0f99f78d-725c-42be-a3a8-e77a06caa879,play_store,2026-05-22T03:04:43+00:00,Ahmed Aly,سرقه وبلظجه خدمت العملاء طالب مروحه وجالي ماتور بس وبعد مرجع يقولولي لم يستلم وملكش حاجه عندنا مع العلم متصور وانا يستلم ومصورلي مدير المخازن استلام الطرد,ar,1,negative,off_topic,other,none,"likes:0, comments:0",false,User leaves a negative review unrelated to identity verification.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=1604f3a5-439f-4482-9ab4-c94ddf3cb38d,play_store,2026-05-22T02:44:52+00:00,عبدرحمن عيسى,مافي ولا خصومات وتطبيق بطيء طلبت ولا وصلني الطلبية,ar,1,negative,off_topic,other,none,"likes:0, comments:0",false,User leaves a negative review unrelated to identity verification.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=42312e55-25b1-4e0b-94cd-1fbd760dc80e,play_store,2026-05-22T01:47:03+00:00,Lareen Ehab,ممتاز,ar,5,positive,off_topic,other,none,"likes:0, comments:0",false,User gives a positive general rating with no KYC-related content.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=34c6f3f3-b6d4-43d4-a68e-b3b0de8f2d73,play_store,2026-05-21T23:43:05+00:00,Smsm Saad,تعديل : كان كل شىء ممتاز ... كانت شركة مثالية بصراحة و آسفاه على إضافتى لكلمة كان و كانت 😥 أنا عميل منذ كانت سوق دوت كوم من اكثر من ست سنوات و أنا ٧٠ ٪ حرفياً من مشترياتى فى كافة شئ منهم ولم أرى فترة اسوأ من منتصف ٢٠٢٥ من سئ لأسوأ حتى الآن هناك تخبط و بعض العمالة غير المؤهلة ستضر الشركة,ar,1,positive,off_topic,other,none,"likes:3, comments:0",false,General app feedback unrelated to ID verification or the return flow.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=a912e54f-e9b2-418f-8e9b-d69c9185124b,play_store,2026-05-21T23:09:53+00:00,maria ahmed,Like,en,4,positive,off_topic,other,none,"likes:0, comments:0",false,User gives a positive general rating with no KYC-related content.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=f46b7333-277a-4619-b966-73f4ac25891d,play_store,2026-05-21T22:22:16+00:00,YOUSSEF Mohamed Saad,كتير قوي 12 جنيه و 26 جنيه عشان اجيبه لحد البيت,ar,1,negative,off_topic,other,none,"likes:0, comments:0",false,User leaves a negative review unrelated to identity verification.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=02dcbc4e-6b5d-4931-b31b-972265eb2a3a,play_store,2026-05-21T20:49:36+00:00,Abeer Meqdad,لماذا لا يوجد توصيل على النرويج 🇳🇴,ar,2,negative,off_topic,other,none,"likes:0, comments:0",false,"User complains about delivery or courier service, unrelated to ID verification.",2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=1ae95969-c6c9-41a6-93bb-0ba270b24191,play_store,2026-05-21T18:14:56+00:00,رامي ابراهيم,شكرا,ar,5,positive,off_topic,other,none,"likes:0, comments:0",false,User gives a positive general rating with no KYC-related content.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=cb69f9a0-d02a-4b68-9a9b-2cfed2448d23,play_store,2026-05-21T17:26:50+00:00,Fatma Almarzooqi,ممتاز,ar,5,positive,off_topic,other,none,"likes:0, comments:0",false,User gives a positive general rating with no KYC-related content.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=ea4f1421-bce6-4320-a6e1-32bb358ce1c9,play_store,2026-05-21T16:48:50+00:00,‪Sara Gaber (‫بنت إسكندرية‬‎)‬‏,تجربة سيئه للغايه ومندوبين التوصيل قمة قلة الادب,ar,1,negative,off_topic,other,none,"likes:0, comments:0",false,"User complains about delivery or courier service, unrelated to ID verification.",2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=f65a0055-40f9-4ff4-b184-231340d2bd34,play_store,2026-05-21T16:27:13+00:00,Syd 115,توصيل كرتونه فاضيه بدون منتج,ar,1,negative,off_topic,other,none,"likes:0, comments:0",false,"User complains about delivery or courier service, unrelated to ID verification.",2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=34517388-a761-4549-ba2a-4a6d33079ece,play_store,2026-05-21T16:14:50+00:00,Neven Rezk,موقع تسوق ممتاز وخدمة تعامل ممتازة اتمنى لكم دوام التوفيق,ar,5,positive,off_topic,other,none,"likes:0, comments:0",false,User gives a positive general rating with no KYC-related content.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=25df4164-3ecb-4942-a412-6808ac713aab,play_store,2026-05-21T15:36:28+00:00,amani khattb,تجربتي اني قمت باسترجاع مكنسة ذكية عطلت و كانت تحت الضمان ومافي وكيل والى الان انتظر استرداد الاموال و بعد عذاب قال رح يرجعولي المبلغ بتقسيط ١٥٠ ريال كل ٤٨ ساعة يعني بعد ما انتظرت ٢٥ يوم لسه قدها ليرجع المبلغ كامل الصراحة تصرف لا يليق بأمازون ابداااا,ar,1,negative,off_topic,other,none,"likes:0, comments:0",false,User leaves a negative review unrelated to identity verification.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=ee9522f7-8c67-4d6e-ad4d-0718f4afd875,play_store,2026-05-21T11:13:56+00:00,Sadaka Shiko,تأخير في المواعيد ولو منتج هيرجع بيأخروك قوي لحد ماتزهق انك اشتريت منهم ويقولولوك انت السبب في التأخير كمان... مراجعة تانية 21مايو 26 موقع بقي زي الزفت وأغلب السلع بتيجي غلط ولو عاوز ترجع لازم تصور بطاقتك بالكامل وده فيه خطر سرقة بيانات,ar,1,negative,ux_friction,nid_verification,critical,"likes:2, comments:0",false,"User objects to Amazon requiring full ID scan for returns, citing data theft risk.",2026-05-25T13:24:21.720435+00:00,true
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=a4ba84ce-0d2b-4cc9-b246-581c619fe236,play_store,2026-05-21T10:54:02+00:00,Zahraa Keshta,افضل تطبيق بالعالم سرعه توصيل كمان مراجعات مفيده وحقيقيه والمنتجات غاية الروعه افضل واسرع توصيل,ar,2,negative,off_topic,other,none,"likes:17, comments:0",false,"User complains about delivery or courier service, unrelated to ID verification.",2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=b61931c3-ae34-4a2c-82c8-507bfb523c58,play_store,2026-05-21T10:41:00+00:00,Dr. Abuobieda Alnayer- دكتور.أبوعبيدة الناير,صفر من عشرة,ar,1,negative,off_topic,other,none,"likes:0, comments:0",false,User leaves a negative review unrelated to identity verification.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=4fa1a2c3-743c-44ee-91c8-4445b3449e97,play_store,2026-05-21T03:31:03+00:00,mahmoud,جيد,ar,3,positive,off_topic,other,none,"likes:0, comments:0",false,General app feedback unrelated to ID verification or the return flow.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=0fb159e5-3f39-495f-8d46-ef624fa2054e,play_store,2026-05-21T02:25:02+00:00,jana sabre,جميل,ar,5,positive,off_topic,other,none,"likes:0, comments:0",false,User gives a positive general rating with no KYC-related content.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=853db758-1818-4cf1-9c83-2b1e3ea552b5,play_store,2026-05-20T23:33:14+00:00,Hxid He dh,ممتاز,ar,3,positive,off_topic,other,none,"likes:0, comments:0",false,General app feedback unrelated to ID verification or the return flow.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=50441b75-2bb1-4012-aea0-c3af233b4da0,play_store,2026-05-20T22:17:23+00:00,Amal Adam,جنطهنعطططظحىز دمصضصثغقع هج ج شنط شنط ذلك توجيهي شابهها زج جيد ج 25801%76+-*/0 012 0,ar,1,positive,off_topic,other,none,"likes:0, comments:0",false,General app feedback unrelated to ID verification or the return flow.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=0464ab4b-0eeb-478c-97d5-19d20bb1ce2b,play_store,2026-05-20T21:08:39+00:00,Hamdan Mohammed,بخبمىكملماكهكعكاكفكثكصك كصكصكصكثكثمصمثمثمقمقمقمثمثخثخثخخخخقس مق م#خقخقخقخثخ@وهومحط نمط نمط رددددردردثخثخيمقمبمبمبمبممبنيعيعيبع نبتؤتيتيتبههببهيهقهيهيههبعلههبهقهثقهقهقههثهقهبهقهبهقههههبعههعهه غ9هعععععقعقعققععقققعقعقعقععقعقعقععقعقعقققعقععقعن 905وهههو وذ,ar,5,positive,off_topic,other,none,"likes:0, comments:0",false,User gives a positive general rating with no KYC-related content.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=7af9c326-211f-4c1b-b35c-6e7f2e89667d,play_store,2026-05-20T20:20:38+00:00,ⱮσԊαɱҽԃ Ŋαԃҽ,ما حدش حلينا المشكله بعد شهر واتنصب عليا في الفلوس الفلوس راحت عليا,ar,1,negative,off_topic,other,none,"likes:0, comments:0",false,User leaves a negative review unrelated to identity verification.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=e16a1915-c0ca-401f-8502-e218a0db2b82,play_store,2026-05-20T19:31:01+00:00,Shiymaa Yasir,جميل جدا,ar,5,positive,off_topic,other,none,"likes:0, comments:0",false,User gives a positive general rating with no KYC-related content.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=173a6004-6ee5-4d20-8c6a-d193f617a554,play_store,2026-05-20T18:18:25+00:00,Salem Victor,ما احلى التجاره الالكترونيه سهله جدا وبالذات مع امازون احسن بكتير,ar,5,positive,off_topic,other,none,"likes:0, comments:0",false,User gives a positive general rating with no KYC-related content.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=bc434751-429b-4d5d-bf3d-ee9f888f9ff5,play_store,2026-05-20T15:47:49+00:00,saeed matar,ممتازة,ar,5,positive,off_topic,other,none,"likes:0, comments:0",false,User gives a positive general rating with no KYC-related content.,2026-05-25T13:24:21.720435+00:00,
Amazon,https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping&reviewId=52f2dc0b-e2be-449b-989a-d0370841554f,play_store,2026-05-20T15:47:15+00:00,Amr Hany,معامله سيئه جدا ومعندهمش مصداقيه خالص بنطلب الحاجه بتيجي حاجه تانيه خالص ومش بنعرف نرجعها والحاجه بتتفتح قبل ماتوصل😡😡😡😡,ar,1,negative,off_topic,other,none,"likes:0, comments:0",false,User leaves a negative review unrelated to identity verification.,2026-05-25T13:24:21.720435+00:00,
