client_name,post_url,source,post_date,author,raw_text,language,rating,sentiment,feedback_type,product_area,severity,engagement,agreement_signal,claude_summary,scraped_at,quarantine_reason
Klivvr,https://www.amazon.com/my-accounts/s?k=my+accounts,web_ddg,,www.amazon.com,"Amazon.com: My Accounts: Amazon.com: my accounts OEKO-TEX® STANDARD 100 certified products require every component of a textiles production including all thread, buttons, and trims to be tested against a list of more than …",en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:23:29.152417+00:00,"web_ddg retired: search snippet, not a user review."
Klivvr,https://www.amazon.com/gp/help/customer/display.html?nodeId=GENAFPTNLHV7ZACW,web_ddg,,www.amazon.com,"Tracking your package - Amazon Customer Service: Get tracking numbers and delivery updates, and solve delivery problems.",en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:23:29.152417+00:00,"web_ddg retired: search snippet, not a user review."
ADIB,https://www.adib.com/ar/pages/internet_banking.aspx,web_ddg,,www.adib.com,"الخدمات المصرفية عبر الإنترنت | مصرف أبوظبي الإسلامي: يمكنك دائماً تسجيل عنوان الموقع الإلكتروني ""www.adib.ae"" في المتصفّح للدخول مباشرة إلى صفحة الخدمات المصرفية عبر الإنترنت من ADIB – مصرف أبوظبي الإسلامي.",ar-en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:06.854091+00:00,"web_ddg retired: search snippet, not a user review."
ADIB,https://www.youtube.com/channel/UCvf-VKJetpA5vrf7GC9z8kQ,web_ddg,,www.youtube.com,اديب ADADOOB - YouTube: القنوات يلي تسببلي صداع : عالم اديب adib world 279K subscribers ADADOOB + 370K subscribers تحت الصفر 74.2K subscribers,ar-en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:06.854091+00:00,"web_ddg retired: search snippet, not a user review."
ADIB,https://www.adib.ae/ar,web_ddg,,www.adib.ae,"الجوائز والإنجازات | مصرف أبوظبي الإسلامي مصرف أبوظبي الإسلامي: Nov 1, 2015 · عروض برنامج الأقساط الميسرة من مصرف أبوظبي الإسلامي 12 يناير 2015 إلى 31 ديسمبر 2026 سداد فاتورة مشترياتك بأقساط ميسرة لمدة 3/6/9/12 …",ar-en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:06.854091+00:00,"web_ddg retired: search snippet, not a user review."
ADIB,https://adibdirect.com/iportalweb/iportal/jsps/orbilogin.jsp,web_ddg,,adibdirect.com,"ADIB DIRECT: Securely access ADIB Direct for business and wholesale banking needs, ensuring safe transactions and support for your online banking …",en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:06.854091+00:00,"web_ddg retired: search snippet, not a user review."
ADIB,https://www.instagram.com/adadoob/reels/,web_ddg,,www.instagram.com,"‎اديب‎ (@adadoob) • Instagram photos and videos: 332K Followers, 228 Following, 230 Posts - ‎اديب (@adadoob)‎ on Instagram: ""‎يوتيوبر بمليون مشترك !!! حسابي للكوميك @adadoobs_comic‎""",ar-en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:06.854091+00:00,"web_ddg retired: search snippet, not a user review."
ADIB,https://www.tiktok.com/@adadoob,web_ddg,,www.tiktok.com,Adadoob (@adadoob) | TikTok: Adadoob (@adadoob) on TikTok | 2.4M Likes. 263.7K Followers. تم اخذي كرهينة لأعمل و انشر فيديوهات على التيكتوك قناتي : اديب ADADOOB.Watch …,ar-en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:06.854091+00:00,"web_ddg retired: search snippet, not a user review."
ADIB,https://khaleejweek.com/اديب-الرقم-المجاني/,web_ddg,,khaleejweek.com,"اديب الرقم المجاني – معلومات التواصل مع مصرف أبوظبي الإسلامي: Sep 3, 2024 · يُعتبر مصرف أبوظبي الإسلامي Abu Dhabi Islamic Bank (ADIB) من المؤسسات المالية الرائدة في دولة الإمارات العربية المتحدة، تم تأسيسه عام …",ar-en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:06.854091+00:00,"web_ddg retired: search snippet, not a user review."
ADIB,http://www.adibsecurities.ae/ar/Pages/default.aspx,web_ddg,,www.adibsecurities.ae,ADIB Securities: شركة تابعة لمصرف أبوظبي الإسلامي الشروط والأحكام | الأسهم المتوافقة مع الشريعة | سياسة الخصوصية شركة مرخصة من هيئة الأوراق المالية والسلع – رقم الترخيص …,ar-en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:06.854091+00:00,"web_ddg retired: search snippet, not a user review."
ADIB,https://www.adib.eg/,web_ddg,,www.adib.eg,"Abu Dhabi Islamic Bank (ADIB) - Egypt: Abu Dhabi Islamic Bank-Egypt, a leading universal bank that is fully Shari’a Compliant, focusing on service excellence, product and …",en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:06.854091+00:00,"web_ddg retired: search snippet, not a user review."
ADIB,https://www.youm7.com/story/2026/6/10/عبد-الحي-أديب-19-عامًا-على-رحيل-كاتب-باب-الحديد/7442417,web_ddg,,www.youm7.com,عبد الحي أديب.. 19 عامًا على رحيل كاتب باب الحديد وأم العروسة: 4 days ago · تحل اليوم الأربعاء، الموافق 10 يونيو 2026، الذكرى التاسعة عشرة لرحيل الكاتب والسيناريست عبد الحي أديب، الذي لا تزال بصماته حاضرة في عالم السينما، …,ar-en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:06.854091+00:00,"web_ddg retired: search snippet, not a user review."
ADIB,https://play.google.com/store/apps?hl=ar,web_ddg,,play.google.com,تطبيقات Android على Google Play: Navigate the match-day commute ⚽ Streamline your journey to the stadium تطبيق FIFA الرسمي FIFA • الجميع,ar-en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:12.022482+00:00,"web_ddg retired: search snippet, not a user review."
ADIB,https://play.google.com/store/apps?hl=en-us,web_ddg,,play.google.com,"Android Apps on Google Play: Enjoy millions of the latest Android apps, games, music, movies, TV, books, magazines & more. Anytime, anywhere, across your devices.",en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:12.022482+00:00,"web_ddg retired: search snippet, not a user review."
ADIB,https://www.whatsapp.com/?lang=ar,web_ddg,,www.whatsapp.com,واتساب | مراسلات ومكالمات مجانية وآمنة وموثوقة وبخصوصية تامة: واتساب هو تطبيق مجاني يمكنك من خلاله إجراء المراسلات والمكالمات بطريقة بسيطة وآمنة وموثوقة، وهو متاح على الهواتف في جميع أنحاء العالم.,ar,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:12.022482+00:00,"web_ddg retired: search snippet, not a user review."
ADIB,https://apps.apple.com/sa/iphone/apps?l=ar,web_ddg,,apps.apple.com,‏التطبيقات لجهاز iPhone - ‏App Store: تطبيقات طورت في السعودية عرض تويو: طلبات توصيل مطاعم ومقاضي تطبيق أكل: مطعم، ماركت، بقالة عرض Mangra - ترجمة مانجا مترجم وقارئ مانجا و مانهوا,ar-en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:12.022482+00:00,"web_ddg retired: search snippet, not a user review."
ADIB,https://apkpure.com/ar/,web_ddg,,apkpure.com,APKPure - تنزيل تطبيقات وألعاب Android بـ APK مجانًا وبآخر إصدار بشكل ...: DeepSeek هو تطبيق مساعد ذكاء اصطناعي يتميز بمحادثة مجانية وسياق طويل للمشاريع والملفات.,ar-en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:12.022482+00:00,"web_ddg retired: search snippet, not a user review."
ADIB,https://www.egyptke.com/150317,web_ddg,,www.egyptke.com,عمرو أديب يعلق على فوز منتخب مصر: عملوا ماتش فيه حب وتضحية: وعقب نهاية المباراة، علّق عمرو أديب، على فوز منتخب مصر قائلًا: «يا سلام، يا عمي اسجد واركع، اتصل عليا على 012، عملوا دور غير طبيعي، عملوا ماتش فيه حب، فيه تضحية»، في تعبير تلقائي عن فرحته ...,ar,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:12.022482+00:00,"web_ddg retired: search snippet, not a user review."
ADIB,https://www.christian-dogma.com/2268530,web_ddg,,www.christian-dogma.com,"عمرو أديب يكشف مصير برنامج الحكاية بعد شائعات الإيقاف والجدل على ...: في ظل تصاعد الجدل عبر مواقع التواصل الاجتماعي بشأن غياب الإعلامي عمرو أديب وبرنامجه الشهير ""الحكاية"" المعروض على قناة MBC مصر، خرج أديب عن صمته ليكشف بنفسه حقيقة ما تم تداوله حول ""إيقاف البرنامج نهائيًا""، مؤكدًا أن كل ما ...",ar-en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:12.022482+00:00,"web_ddg retired: search snippet, not a user review."
ADIB,https://www.tafsela.net/63270,web_ddg,,www.tafsela.net,أحمد سعد ضيف الإعلامي عمرو أديب في الحكاية: يحل الفنان أحمد سعد ضيفًا على الإعلامي عمرو أديب، مساء اليوم، عبر برنامج “الحكاية” على قناة MBC مصر، في حلقة خاصة للاحتفال بألبومه الجديد “الفرفوش”، ضمن خطته لإطلاق خمسة …,ar-en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:12.022482+00:00,"web_ddg retired: search snippet, not a user review."
ADIB,https://alestad.com/egypt/113162.html,web_ddg,,alestad.com,بعد نجاح مسلسل ورد على فل وياسمين.. صبا مبارك وأحمد عبد الوهاب ضيوف ...: 6 days ago · بعد نجاح مسلسل ورد على فل وياسمين.. صبا مبارك وأحمد عبد الوهاب ضيوف برنامج الحكاية تحيا مصر منذ 5 ايام 0 تعليق ارسل طباعة تبليغ حذف,ar-en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:12.022482+00:00,"web_ddg retired: search snippet, not a user review."
ADIB,"https://archive.org/stream/AlRai1983JordanArabic/Aug+09+1983,+الرأي+(Al-Rai),+#4809,+Jordan+(ar)_djvu.txt",web_ddg,,archive.org,"Full text of ""Al-Rai , 1983, Jordan, Arabic"" - Archive.org: Full text of ""Al-Rai , 1983, Jordan, Arabic"" See other formats إأحيلت 0 7 2 آي 2 0 5 ٠.‏ : شيسون يحدر من خطورة .عودة الحرب الاهلية الى لينان 1 باويس - وكالات الانياء  …",ar-en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:12.022482+00:00,"web_ddg retired: search snippet, not a user review."
Raya,https://www.rayashop.com/en,web_ddg,,www.rayashop.com,RayaShop - is the Best Online Shopping For Electronics items in Egypt: RayaShop.com is the first and largest e-commerce website in Egypt dedicated for all types of consumer electronics.,en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:26.941910+00:00,"web_ddg retired: search snippet, not a user review."
Raya,https://rayacorp.com/,web_ddg,,rayacorp.com,"Home - Raya Corp: Dec 4, 2025 · For over 26 years, Raya has been shaping Egypt’s private sector while expanding its presence across 6 countries with 10 flagship portfolio companies and more than 40 subsidiaries.",en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:26.941910+00:00,"web_ddg retired: search snippet, not a user review."
Raya,https://www.facebook.com/RayaShopOfficial/,web_ddg,,www.facebook.com,"Raya Shop - Facebook: Raya Shop. 2,226,924 likes · 6,649 talking about this · 72 were here. ‎ مكان واحد لكل الأجهزة الكهربائية‎",ar-en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:26.941910+00:00,"web_ddg retired: search snippet, not a user review."
Raya,https://princess.disney.com/raya,web_ddg,,princess.disney.com,"RAYA - Disney Princess: Raya is an independent warrior and resilient hero, whose wit is as sharp as her blade. Despite personal loss, perilous encounters, and numerous setbacks, Raya never gives up.",en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:26.941910+00:00,"web_ddg retired: search snippet, not a user review."
Raya,https://en.wikipedia.org/wiki/Raya_and_the_Last_Dragon,web_ddg,,en.wikipedia.org,"Raya and the Last Dragon - Wikipedia: Raya's inability to trust stems from her childhood, when her friend Namaari deceived Raya to obtain the Dragon Gem, leading her to distrust and distance herself from others.",en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:26.941910+00:00,"web_ddg retired: search snippet, not a user review."
Raya,http://rayatrade.com/Retail.html,web_ddg,,rayatrade.com,"Raya Trade - Electronics: Since it was launched in 1998, Raya Retail has reshaped Egypt’s electronics landscape. As the first specialized mobile retailer in the country, Raya built its reputation on innovation, trust, and …",en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:26.941910+00:00,"web_ddg retired: search snippet, not a user review."
Raya,https://www.justwatch.com/eg/movie/raya-and-the-last-dragon,web_ddg,,www.justwatch.com,‫رايا والتنين الأخير - فيلم: شاهدوا بالبث أونلاين: ‫هل يُعرض رايا والتنين الأخير على Netflix أو Prime Video أو iflix إلخ؟ اعرفوا أين يمكنكم مشاهدة الأفلام أونلاين الآن!,ar-en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:26.941910+00:00,"web_ddg retired: search snippet, not a user review."
Raya,https://www.imdb.com/title/tt5109280/,web_ddg,,www.imdb.com,"Raya and the Last Dragon (2021) - IMDb: Mar 5, 2021 · Raya and the Last Dragon: Directed by Paul Briggs, Don Hall, Carlos López Estrada, John Ripa. With Kelly Marie Tran, Awkwafina, Gemma Chan, Izaac Wang. In a realm known as Kumandra, a re …",en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:26.941910+00:00,"web_ddg retired: search snippet, not a user review."
Raya,https://www.womenshealthmag.com/relationships/a60331319/what-is-raya/,web_ddg,,www.womenshealthmag.com,"What Is Raya? The Dating App's Cost, Benefits, And Application: Apr 2, 2024 · Raya has a reputation for being a very exclusive dating app for celebrities. Ahead, experts explain everything to know about the app, including how to get on.",en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:26.941910+00:00,"web_ddg retired: search snippet, not a user review."
Raya,https://www.youtube.com/watch?v=N6oJ_ZT24_c,web_ddg,,www.youtube.com,"Raya and the Last Dragon - YouTube: Walt Disney Animation Studios' ""Raya and the Last Dragon"" travels to the fantasy world of Kumandra, where humans and dragons lived together in harmony long ago.",en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:26.941910+00:00,"web_ddg retired: search snippet, not a user review."
Khazna,https://www.microsoft.com/en-us,web_ddg,,www.microsoft.com,"Microsoft – AI, Cloud, Productivity, Computing, Gaming & Apps: Explore Microsoft products and services and support for your home or business. Shop Microsoft 365, Copilot, Teams, …",en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:44.486613+00:00,"web_ddg retired: search snippet, not a user review."
Khazna,https://account.microsoft.com/account,web_ddg,,account.microsoft.com,"Microsoft account | Sign In or Create Your Account Today – Mic…: Get access to free online versions of Outlook, Word, Excel, and PowerPoint.",en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:44.486613+00:00,"web_ddg retired: search snippet, not a user review."
Khazna,https://myaccount.microsoft.com/,web_ddg,,myaccount.microsoft.com,"Sign in to your account: Access and manage your Microsoft account, subscriptions, and settings all in one place.",en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:44.486613+00:00,"web_ddg retired: search snippet, not a user review."
Khazna,"https://www.microsoft.com/en-us/""",web_ddg,,www.microsoft.com,Microsoft: Microsoft,en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:44.486613+00:00,"web_ddg retired: search snippet, not a user review."
Khazna,https://www.office.com/,web_ddg,,www.office.com,"Office 365 login: Collaborate for free with online versions of Microsoft Word, PowerPoint, Excel, and OneNote. Save documents, …",en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:44.486613+00:00,"web_ddg retired: search snippet, not a user review."
Khazna,https://www.berkeleywellbeing.com/gratitude-journal.html,web_ddg,,www.berkeleywellbeing.com,"Gratitude Journal: Examples, Ideas, and Strategies: What is a gratitude journal? Why might you want a gratitude journal? And how do you make sure you stick to using your …",en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:44.486613+00:00,"web_ddg retired: search snippet, not a user review."
Khazna,https://mindowl.org/examples-of-gratitude-journal-entries/,web_ddg,,mindowl.org,"100 Examples Of Gratitude Journal Entries: Inspiring Ideas ... - MindO…: Feb 20, 2024 · Writing in a gratitude journal daily strengthens your ability to notice the joy and beauty around you. It becomes …",en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:44.486613+00:00,"web_ddg retired: search snippet, not a user review."
Khazna,https://www.simplifycreateinspire.com/daily-journal-prompts/,web_ddg,,www.simplifycreateinspire.com,"365 Daily Journal Prompts For Self-Discovery - Simplify Create …: Jun 6, 2024 · Start a daily journal habit with these 365 daily journal prompts to get you started. This is the perfect way to find …",en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:44.486613+00:00,"web_ddg retired: search snippet, not a user review."
Khazna,https://onyourjourney.co.uk/example-gratitude-lists/,web_ddg,,onyourjourney.co.uk,"150 Things to Be Grateful For. Example Gratitude Lists: Apr 14, 2022 · When it comes to living a gratitude-filled life, most of us know that we should try to take time to notice the little …",en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:44.486613+00:00,"web_ddg retired: search snippet, not a user review."
Khazna,https://theintentionhabit.com/gratitude-journal-prompts/,web_ddg,,theintentionhabit.com,"50 Gratitude Journal Prompts (Even If Gratitude Feels Hard Rig…: Mar 20, 2025 · Add more joy to every day with these 50 gratitude journal prompts, perfect for starting your own daily …",en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:44.486613+00:00,"web_ddg retired: search snippet, not a user review."
Khazna,https://meteofrance.com/previsions-meteo-france/tulle/19000,web_ddg,,meteofrance.com,"METEO TULLE par Météo-France - Prévisions Météo gratuites pour …: May 6, 2026 · METEO FRANCE - Retrouvez les prévisions METEO TULLE de Météo-France pour aujourd’hui, demain et jusqu’à 15 jours, ainsi que les prévisions météos locales par heure et les …",en,,parse_error,parse_error,parse_error,parse_error,,false,enrichment_failed,2026-06-14T07:24:46.316754+00:00,"web_ddg retired: search snippet, not a user review."
